AT,Y47,residues from waste incineration,A4100,,H13,fly ash,13.847,,DE,D12,
AT,Y47,residues from waste incineration,A4100,,H13,residues from flue gas cleaning,1.725,,DE,D12,
AT,Y47,residues from waste incineration,A4100,,H13,fly ash,7.261,,DE,D14,
AT,Y47, residues from waste incineration,A4100,,H13,fly ash,11.947,,DE,,R5
AT,Y47, residues from waste incineration,A4100,,H13,fly ash,17.999,,DE,,R5
AT,Y47,residues from waste incineration,,,H13,slags from waste incineration,20.187,,DE,,R5
AT,Y47,residues from waste incineration,,,H13,slags from waste incineration,15.05,,DE,,R5
AT,Y47,residues from waste incineration,A4100,,H13,sludge from flue gas cleaning,250.0,,DE,,R5
AT,Y47,residues from waste incineration,A4100,,H13,sludge from flue gas cleaning,197.0,,DE,,R5
AU,"Y31,Y34",Used lead acid batteries,A1160,"6.1,8","H6.1,H8",,12000.0,,NZ,,R4
AU,"Y31,Y34",Used lead acid batteries,A1160,"6.1,8","H6.1,H8",,3500.0,,KR,,R4
AU,"Y12,Y45",Waste electrical and electronic scrap,A1180,9.0,"H11,H12",,2200.0,,NL,,"R3,R4,R5"
AU,Y31,Waste cullet from cathode ray tubes,A2010,"6.1,9","H6.1,H11,H12",,440.0,,NL,,R5
AU,Y26,Nickel cadmium batteries,A1170,"6.1,9","H6.1,H11,H12",,1400.0,,KR,,R4
AU,"Y26,Y31",Waste zinc residues ,A1080,9.0,H12,,2000.0,,BE,,R4
AU,"Y24,Y31",Spent nickel molybdenum catalyst,A2030,"3,6.1","H6.1,H11,H12",,5400.0,,NL,,R8
AU,Y29,Dental amalgam sludge,A1030,9.0,H12,,2300.0,,AT,,R4
AZ,Y22,Copper compounds,,2620.0,H12,,8.0,,AE,,R11
AZ,Y22,Copper compounds,,2620.0,H12,,8.0,,CN,,R11
AZ,Y22,Copper compounds,,2620.0,H12,,35.0,,TR,,R11
AZ,Y13,Wastes of ethylene polymers,,3915.0,H4  ,,28.0,,LV,,R11
AZ,Y13,Wastes of ethylene polymers,,3915.0,H4  ,,495.0,,TR,,R11
AZ,Y13,Wastes of ethylene polymers,,3915.0,H4  ,,70.0,,HK,,R11
AZ,Y13,Wastes of ethylene polymers,,3915.0,H4  ,,540.0,,CN,,R11
AZ,Y36,Asbestos,,2524.0,H11,,0.0,,,,R11
